idx,words,lid,sa
9257,"['Welcome' 'Imagen' 'Modeling' 'by' 'La' 'Gatita' '.' 'Registraciones'
 'https://t.co/jScmcmaN0W' 'https://t.co/1pDys6sVHa']","['lang1' 'lang2' 'lang1' 'lang1' 'lang2' 'lang2' 'other' 'lang2' 'other'
 'other']",positive
9258,['Orange' 'is' 'the' 'new' 'black' '..' '.' 'hoy' 'no' 'duermo' '#yass'],"['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'other' 'lang2' 'lang2'
 'lang2' 'lang2']",positive
9259,"['Siento' 'que' 'dejé' 'una' 'parte' 'de' 'mí' 'en' 'Milwaukee' '.' 'I'
 'miss' 'Marquette' 'too' 'much' '.']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'ne'
 'other' 'lang1' 'lang1' 'ne' 'lang1' 'lang1' 'other']",negative
9260,"['Vamos' 'pan' 'agua' '#Clevlander' '#beachhouse2015'
 '#ElVacilondelaGatita' 'https://t.co/pd7eleCld6']",['lang2' 'lang2' 'lang2' 'lang1' 'other' 'lang2' 'other'],positive
9261,"['Que' 'ganitas' 'de' 'que' 'me' 'den' 'mi' 'edición' 'especial' 'de'
 'The' 'División' '!' 'Pronto' 'tendré' 'que' 'hacer' 'todos' 'los'
 'unboxin' '!' ':D']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang1' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang1' 'other' 'other']",positive
9262,"['Sabes' 'nena' 'me' 'encanta' 'el' 'color' 'pero' 'las' 'pulceras' 'no'
 'like' '😱' '@beatrizmiami' '@gionnistraccia' '@karlabstyle'
 '@kikarochamoda' '@mariaceleste']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang1' 'other' 'other' 'other' 'other' 'other' 'other']",neutral
9263,"['Si' 'le' 'quieres' 'desear' 'el' 'mal' 'a' 'alguien' ',' 'pide' 'que'
 'le' 'de' 'celiac' 'disease' '..' '.' 'No' 'poder' 'comer' 'gluten' 'es'
 'tortura' '😖']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'lang1' 'other' 'other' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other']",positive
9264,"['@TransitoPR' 'Lu' 'para' 'salir' 'de' 'Rio' 'Hondo' 'Mall' 'NO'
 'funciona' '!!' '!' 'Mega' 'revolu' '!!' '!']","['other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'lang2'
 'lang2' 'other' 'other' 'lang2' 'lang2' 'other' 'other']",negative
9265,"['“' '@OMGFactsSex' ':' 'Check' 'out' 'Awkward' 'Family' 'Photos' ':'
 'Holiday' 'Edition' '!' 'We' 'think' '#1' 'is' 'the' 'best' '..' '.'
 'http://t.co/Jo1O8Uq0' '-' 'sp' '”' 'Vean' 'la' 'foto' '#7' '!!' '!!']","['other' 'other' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other'
 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1'
 'other' 'other' 'other' 'other' 'ne' 'other' 'lang2' 'lang2' 'lang2'
 'other' 'other' 'other']",positive
9266,"['RT' '@FelixFCasillas' ':' 'Para' 'mi' 'el' '""' 'pinky' 'promise' '""'
 'es' 'algo' 'serio' '.']","['other' 'other' 'other' 'lang2' 'lang2' 'lang2' 'other' 'lang1' 'lang1'
 'other' 'lang2' 'lang2' 'lang2' 'other']",neutral
9267,"['RT' '@medallaofficial' ':' 'I' 'added' 'a' 'video' 'to' 'a' '@YouTube'
 'playlist' 'http://t.co/EEAzkMtKJb' 'La' 'llegada' 'de' 'Hans' 'MeBier']","['other' 'other' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'other' 'lang1' 'other' 'lang2' 'lang2' 'lang2' 'ne' 'ne']",positive
9268,"['¡' 'La' 'respuesta' 'de' 'la' '#TechTrivia' 'es' ':' 'C' '!' '¡' 'El'
 'Motorola' 'DynaTAC' '8000x' ',' 'conocido' 'como' '""' 'el' 'ladrillo'
 '""' ',' 'costaba' 'casi' '$' '4' ',' '000' '!']","['other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'lang2' 'other' 'lang2'
 'other' 'other' 'lang2' 'ne' 'ne' 'other' 'other' 'lang2' 'lang2' 'other'
 'lang2' 'lang2' 'other' 'other' 'lang2' 'lang2' 'other' 'other' 'other'
 'other' 'other']",neutral
9269,"['Tip' 'Festivo' ':' 'haz' 'tus' 'compras' 'desde' 'tu' 'smartphone' 'y'
 'ahorra' '.' 'Aprende' 'cómo' 'aquí' ':' 'http://t.co/wIIpPpLHxJ'
 'http://t.co/wdKuygDVpK']","['lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1'
 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'other' 'other' 'other']",positive
9270,"['#diasdelocosensalhua' '!' 'Hasta' 'esta' 'semana' '.' '11' 'a' '7pm'
 'Urdesa' 'circunvalación' 'sur' '723' 'y' 'Guayacanes' '.'
 '#allyouneedisecuador' 'https://t.co/14JDTkvXwO']","['lang2' 'other' 'lang2' 'lang2' 'lang2' 'other' 'other' 'lang2' 'other'
 'ne' 'lang2' 'lang2' 'other' 'lang2' 'ne' 'other' 'lang1' 'other']",positive
9271,"['RT' '@SincerelyTumblr' ':' 'Happy' 'Cinco' 'De' 'Mayo'
 'https://t.co/1Rss81KKrV']",['other' 'other' 'other' 'lang1' 'lang2' 'lang2' 'lang2' 'other'],positive
9272,"['@marcosorteg' '@andreapaoquiles' 'actually' '.' '50' '¢' 'es' 'medio'
 'centavo' '🤔' 'en' 'todo' 'caso' 'sería' '50' '¢' 'ó' '.' '50$' 'no' '?']","['other' 'other' 'lang1' 'other' 'other' 'other' 'lang2' 'lang2' 'lang2'
 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'other' 'lang2' 'other'
 'other' 'lang2' 'other']",neutral
9273,['nos' 'dieron' 'la' 'toga' ':o' 'ohh' 'shit' 'just' 'got' 'real'],"['lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1']",positive
9274,"['DANTE' 'VS' 'GERALT' '|' 'KRONNO' '&' 'ZARCORT' '|' 'BATALLA' 'DE'
 'HEROES' '(' 'Videoclip' 'Oficial' '):' 'https://t.co/fFQdFomOd6' 'vía'
 '@YouTube']","['ne' 'lang1' 'ne' 'other' 'lang1' 'other' 'ne' 'other' 'lang2' 'lang2'
 'lang2' 'other' 'lang1' 'lang2' 'other' 'other' 'lang2' 'other']",neutral
9275,"['@13gsgs' 'BIEN' 'CABRON' 'ME' 'LEVANTE' 'A' 'LAS' '1' 'AM' 'Y' 'LO' 'VI'
 'Y' 'YO' 'WTFFFFFFF' 'ESTA' 'CABRONA' 'JAJAJAJAJA']","['other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'lang2' 'lang2' 'lang2']",positive
9276,"['Me' 'equivoco' 'en' 'matematicas' 'un' '97' '°' 'de' 'las' 'veces'
 '#mathgenius']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'other' 'lang2' 'lang2'
 'lang2' 'lang1']",negative
9277,"['RT' '@jvnpe' ':' 'Repartir' 'mi' 'confianza' 'se' 'me' 'hace' 'más'
 'difícil' 'que' 'navegar' 'un' 'barco' 'de' 'papel' 'en' 'el'
 'Mediterraneo' '—' 'y' 'con' 'to' 'y' 'eso' 'la' 'cagan']","['other' 'other' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'ne' 'other' 'lang2' 'lang2' 'lang1' 'lang2' 'lang2' 'lang2'
 'lang2']",negative
9278,"['Quien' 'piensas' 'que' 'es' 'esta' 'estrella' 'internacional' 'que' 'se'
 'une' 'al' 'Grand' 'Slam' 'Party' 'Latino' '?.' '.' 'Quien' '…'
 'https://t.co/sCaVWmT5vp']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang1' 'lang1' 'lang1' 'lang2' 'other' 'other' 'lang2'
 'other' 'other']",negative
9279,"['RT' '@andyescalona' ':' 'Te' 'adorooooo' 'mi' 'mexIcan' 'Styling' 'por'
 'muchos' 'años' 'de' 'éxito' 'más' 'juntas' '@AngieEstilo'
 'http://t.co/T0ldKfP6gV']","['other' 'other' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'other']",positive
9280,['RT' '@nicolassbauza' ':' 'Procrastination' 'a' 'su' 'maxima' 'potencia'],['other' 'other' 'other' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2'],positive
9281,"['RT' '@BuzzFeedNews' ':' 'For' 'LGBT' 'Latinos' ',' 'A' 'Need' 'Not' 'To'
 'Be' 'Invisible' 'In' 'Tragedy' 'As' 'Orlando' 'Strikes' 'Close' 'To'
 'Home' 'https://t.co/IQwbK4Ij2Q' 'https://…']","['other' 'other' 'other' 'lang1' 'lang1' 'lang2' 'other' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'ne' 'lang1'
 'lang1' 'lang1' 'lang1' 'other' 'other']",negative
9282,"['RT' '@josephvirgen' ':' 'Aqui' 'se' 'lo' 'tumban' 'to'
 'https://t.co/GOzI4Hhqid']",['other' 'other' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'other'],neutral
9283,"['#bday' '#me' '#friends' 'sujeylee' 'and' '#grupomono'
 'http://t.co/cvyCT10Q']",['lang1' 'lang1' 'lang1' 'ne' 'lang1' 'lang2' 'other'],positive
9284,"['""' '@colon_andre' ':' '@arianaasalgado' 'yaaaaaay' '""' 'YASS' 'I' 'love'
 'company' 'jaja']","['other' 'other' 'other' 'other' 'lang1' 'other' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang2']",positive
9285,"['Salón' '#etiquette' 'Imagen' 'Modeling' 'by' 'La' 'Gatita'
 'https://t.co/leSj9b1PmI']",['lang2' 'lang1' 'lang1' 'lang1' 'lang1' 'lang2' 'lang2' 'other'],neutral
9286,"['Como' 'llegas' 'a' 'salhua' 'clothing' '??' 'Bueno' 'super' 'fácil' '!'
 'Ubican' 'la' 'calle' 'guayacanes' '?' '(' 'La' 'calle' 'de' 'los' '…'
 'https://t.co/S8ZgBzc6tQ']","['lang2' 'lang2' 'lang2' 'ne' 'lang1' 'other' 'lang2' 'lang2' 'lang2'
 'other' 'lang2' 'lang2' 'lang2' 'ne' 'other' 'other' 'lang2' 'lang2'
 'lang2' 'lang2' 'other' 'other']",positive
9287,"['Siempre' 'tengo' 'tiempo' 'para' 'mis' 'fans' ',' '@ItalyRojas' ',' 'de'
 '@PrinceRoyce' '.' '#LatinGRAMMY' 'http://t.co/bkJYL8PWsX'
 'https://t.co/V0tPOaZ9uh']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'other' 'other' 'other'
 'lang2' 'other' 'other' 'lang1' 'other' 'other']",positive
9288,['Jajajajajaja' 'acho' 'legit' 'ese' 'ultimo' 'RT' '🤔'],['lang2' 'ne' 'lang1' 'lang2' 'lang2' 'other' 'other'],positive
9289,"['RT' '@NoeliaMeh' ':' 'Me' 'encantan' 'estas' 'capturas' 'del' 'vlog'
 'de' 'Melo' '❤' '@YellowMellowMG' '@OMGlobalNews' '❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤'
 'https://t.co/rACc8ORPd6']","['other' 'other' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1'
 'lang2' 'ne' 'other' 'other' 'other' 'other' 'other']",positive
9290,"['@Davidtgx' 'Muchas' 'gracias' 'a' 'usted' '.' 'Estamos' 'para'
 'servirle' 'y' 'asesorarle' 'en' 'todo' 'lo' 'necesario' 'con' 'su'
 'cuenta' 'de' 'VERIZON' 'WIRELESS' '.' '~' 'MV']","['other' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'ne' 'lang1' 'other' 'other' 'lang2']",positive
9291,"['Maya' 'estudiante' 'de' '#KidsModel' 'Imagen' 'Modeling' 'by' 'La'
 'Gatita' '.' 'Nuevos' 'Cursos' 'en' 'enero' ',…'
 'https://t.co/o9DrVpPK9z']","['ne' 'lang2' 'lang2' 'lang1' 'lang2' 'lang1' 'lang1' 'lang2' 'lang2'
 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'other']",positive
9292,"['Me' 'encanta' 'como' 'Beyoncé' 'sigue' 'siendo' 'mega' 'confident' 'de'
 'ella' 'misma' 'tras' 'que' 'se' 'las' 'pegaron' ',' 'real' 'MVP']","['lang2' 'lang2' 'lang2' 'ne' 'lang2' 'lang2' 'lang2' 'lang1' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang1'
 'lang1']",positive
9293,"['#TBT' 'Génesis' 'cuando' 'llego' 'Imagen' 'Modeling' 'by' 'La' 'Gatita'
 'ahora' 'actual' 'Miss' 'Miami' 'Vip' '2015' '.' 'te' 'gusta' '…'
 'https://t.co/ZcQXZz15A9']","['ne' 'ne' 'lang2' 'lang2' 'lang2' 'lang1' 'lang1' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang1' 'ne' 'lang1' 'other' 'other' 'lang2' 'lang2' 'other'
 'other']",positive
9294,"['@GVG222' 'perfect' '.' 'Pues' 'yo' 'entro' 'a' 'las' '2pm' 'pero'
 'tengo' 'que' 'ir' 'a' 'coger' 'los' 'quizzes' 'de' 'lab' '☺' '️🔫']","['other' 'lang1' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'lang2'
 'lang1' 'other' 'other']",positive
9295,"['Todos' 'necesitan' 'un' 'poco' 'de' 'energía' '.' 'Recarga' 'mientras'
 'caminas' 'con' 'Mophie' 'Powerstation' '.' 'https://t.co/DWmQGBuCPv']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang2'
 'lang2' 'lang2' 'ne' 'lang1' 'other' 'other']",positive
9296,"['El' 'vlog' 'de' 'hoy' ',' 'pequeños' 'jet' 'lags' ':' 'PRIMEROS'
 'ENSAYOS' 'PARA' 'EL' 'CMF' 'https://t.co/9xHgsTenSt']","['lang2' 'lang1' 'lang2' 'lang2' 'other' 'lang2' 'lang1' 'lang1' 'other'
 'lang2' 'lang2' 'lang2' 'lang2' 'ne' 'other']",neutral
9297,"['@dccsierra' 'me' 'la' 'explotó' 'cuando' 'le' 'diste' 'rt' 'a' 'la'
 'foto' 'del' 'perro' 'trepau' 'pq' 'me' 'imagine' 'a' 'ti' 'demasiau' '😂']","['other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'other']",positive
9298,"['@camibeatriz13' 'no' 'no' ',' 'pero' 'yo' 'creo' 'que' 'ya' 'perdió'
 'la' 'cordura' '.' 'siempre' 'está' 'ranting' 'en' 'tw' ',' 'ayer' 'dijo'
 'que' 'tenía' 'ni' 'que' '53' 'millones' 'en' 'debt']","['other' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang1' 'lang2' 'lang1'
 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang2'
 'lang2' 'lang2']",positive
9299,"['Busca' 'tú' 'Gorra' '#Exclusive' '#specialedition'
 '#elvacilondelagatita' 'hoy' 'en' 'color' 'Azul' '.' '16' 'avenida' '53'
 '…' 'https://t.co/xK3iEHc0sn']","['lang2' 'lang2' 'lang2' 'lang1' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'other' 'other' 'lang2' 'other' 'other' 'other']",positive
9300,"['Nunca' 'me' 'canso' 'en' 'todas' 'mis' 'visitas' 'a' 'Paris' 'ir' 'al'
 'magico' '#LouvreMuseum' '#art' '#lamonalisa' '#parislove'
 'http://t.co/Eiz4JzbASR']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'ne'
 'lang2' 'lang2' 'lang2' 'lang1' 'lang1' 'ne' 'lang1' 'other']",positive
9301,['Es' 'Halloween' 'y' 'yo' 'con' 'tanta' 'tarea' '😭'],['lang2' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other'],positive
9302,['RT' '@t0ucet' ':' 'YOOOO' 'I' 'TURN' '18' 'THIS' 'YEARRRRRRRR'],['other' 'other' 'other' 'lang2' 'lang1' 'lang1' 'other' 'lang1' 'lang1'],positive
9303,"['Ponte' 'en' 'Forma' 'con' 'La' 'Gatita' '#10' 'en' 'Westland' 'Mall'
 'http://t.co/fL1cexY1mK']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang1'
 'lang1' 'other']",positive
9304,['@Ms_Prisci' 'tu' 'eres' 'una' 'temporada' 'de' 'huracan' 'stfu' ':)'],['other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'other'],neutral
9305,"['Enamorada' 'de' 'todaasss' '!!' 'Dime' 'Cuál' 'es' 'tu' 'choker'
 'favorita' '??' '?' '#choker' 'https://t.co/M6OA8ycjLT']","['lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1'
 'lang2' 'other' 'other' 'lang1' 'other']",positive
9306,"['too' 'proud' '!!' 'Mis' 'Reinas' 'las' ""Campeonas:')""]",['lang1' 'lang1' 'other' 'lang2' 'ne' 'lang2' 'lang2'],positive
9307,"['my' 'mom' ':' 'me' 'puestes' 'mandar' 'unos' 'gotero' 'que' 'se' 'llama'
 '""' 'me' 'vale' 'madre' '""' 'jajajaja']","['lang1' 'lang1' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'other' 'lang2']",positive
9308,"['@PMGA_' 'JAJAJAJAJA' 'No' 'worries' '!' 'I' 'laughed' 'it' 'out'
 'jajaja']","['other' 'lang2' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang2']",positive
9309,"['apague' 'netflix' 'para' 'poder' 'dormir' '...' 'sigo' 'despierta'
 'ughhh']",['lang2' 'ne' 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang1'],neutral
9310,"['""' '@esangiecarajo' ':' '@arianaasalgado' 'text' '""' 'dale' 'ponte' 'a'
 'escribir' '...']","['other' 'other' 'other' 'other' 'lang1' 'other' 'lang2' 'lang2' 'lang2'
 'lang2' 'other']",negative
9311,['ya' 'he' 'cambiando' 'dos' 'peliculas' '..' 'third' 'ones' 'the' 'charm'],"['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang1' 'lang1' 'lang1'
 'lang1']",positive
9312,"['@esangiecarajo' 'tu' 'no' 'te' 'quieres' 'mover' 'so' 'you' 'are' 'no'
 'use' 'jajaja']","['other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang2']",negative
9313,"['@gabacristina' '@mayarodriguez96' 'i' 'am' 'tata' 'para' 'el' 'examen'
 'de' ""mañana:')"" 'JAJAJAAJ']","['other' 'other' 'lang1' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2']",positive
9314,"['tengo' 'tantas' 'cosas' 'que' 'hacer' 'y' 'adelantar' '...' 'so'
 'decidi' 'no' 'hacer' 'nada']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang1'
 'lang2' 'lang2' 'lang2' 'lang2']",negative
9315,"['Okay' 'the' 'match' 'is' 'over' ',' 'horrible' 'refereeing' 'that'
 'definitely' 'benefited' 'Real' 'Madrid' '.' 'That' ""'s"" 'soccer' 'for'
 'you' '.' 'I' ""'ll"" 'take' 'the' 'tie' '(' '2-2' ')' '#lideres']","['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'ne' 'ne' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'other' 'other'
 'lang2']",positive
9316,"['@esangiecarajo' 'jajajajja' 'boba' 'i' 'know' 'pero' 'lo' 'vi' 'y' 'me'
 'recordo' 'que' 'you' 'be' 'always' 'taking' 'pics' 'of' 'your' 'work'
 'y' 'mandandomelo' '...']","['other' 'lang2' 'lang2' 'lang1' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang2' 'lang2' 'other']",positive
9317,"['@PattyB_14' 'para' 'donde' 'tu' 'vayas' 'hun' '!' 'jaja' 'no' 'se' '..'
 'para' 'donde' 'vamos' '?']","['other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'other' 'lang2' 'lang2'
 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'other']",positive
9318,"['@esangiecarajo' 'you' 'asked' '..' 'ya' 'lo' 'borre' 'so' 'chill'
 'jajajajaja']","['other' 'lang1' 'lang1' 'other' 'lang2' 'lang2' 'lang2' 'lang1' 'lang1'
 'lang2']",positive
9319,"['@paolancc4' '@sarah6sofia9' 'del' 'papel' 'ese' 'mañana' 'lo' 'hacemos'
 'en' 'clase' 'y' 'igual' 'cn' 'el' 'de' 'apush']","['other' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1']",neutral
9320,"['hoy' 'recomendadole' 'a' 'todas' 'que' 'vayan' 'un' 'dia' 'a' '""' 'El'
 'Charro' '""' 'en' 'sj' '...' 'ya' 'me' 'espero' 'las' 'llamadas' 'y'
 'texts' 'mandandome' 'para' 'buen' 'sitio' '...' 'JA' '!']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'other' 'ne' 'ne' 'other' 'lang2' 'ne' 'other' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'other'
 'lang2' 'other']",negative
9321,"['@PattyB_14' 'MI' 'ENANA' 'FAVORITA' 'CUMPLE' 'HOY' '18' '!!' 'Happy'
 'Birthdayyy' 'boo' '!' ':)']","['other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'other' 'lang1'
 'lang1' 'lang1' 'other' 'other']",positive
9322,"['my' 'dinner' '>' 'my' 'face' '......' 'guess' 'i' 'should' 'have'
 'plastic' 'surgery' 'to' 'make' 'my' 'face' 'look' 'like' 'a' 'plate'
 'of' 'arroz' 'con' 'habichuelas' 'to' 'be' 'more' 'appealing']","['lang1' 'lang1' 'other' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang2' 'lang2' 'lang2' 'lang1' 'lang1' 'lang1'
 'lang1']",neutral
9323,"['""' '@PattyB_14' ':' 'Es' 'que' 'no' 'le' 'veo' 'lo' '""' 'WOW' '""' 'a'
 'Beyoncé' '""' 'are' 'you' 'blind' '?']","['other' 'other' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'other' 'lang1' 'other' 'lang2' 'ne' 'other' 'lang1' 'lang1' 'lang1'
 'other']",neutral
9324,"['tengo' 'dos' 'meses' 'para' 'decidir' 'donde' 'voy' 'a' 'vivir' 'y' 'a'
 'estudiar' 'por' '4' 'años' '...' 'ahh' 'ok' 'not' 'panicking' '!']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'other' 'lang1' 'lang1'
 'lang1' 'lang1' 'other']",neutral
9325,"['@PattyB_14' '@mememecaigo' 'ohhh' 'intriguing' '....' 'jajajaa' 'ya'
 'quiero' 'saber' '!']","['other' 'other' 'lang1' 'lang1' 'other' 'lang2' 'lang2' 'lang2' 'lang2'
 'other']",positive
9326,"['orita' 'cuando' 'me' 'levante' ':' '""' 'how' 'the' 'fuck' 'did' 'I'
 'get' 'home' '?' '""']","['lang2' 'lang2' 'lang2' 'lang2' 'other' 'other' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'other']",negative
9327,['Lorde' 'habla' '?' 'what' '?'],['ne' 'lang2' 'other' 'lang1' 'other'],neutral
9328,"['@vale_hermoso' 'I' 'saw' 'your' 'text' '.' 'But' 'I' 'correctly' 'do'
 ""n't"" 'have' 'signal' '.' 'Como' 'estas' 'beautiful' '?' '#corny' '#lame'
 '#thatsme' 'hhaha']","['other' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang2' 'lang2' 'lang1' 'other'
 'lang1' 'lang1' 'lang1' 'lang1']",negative
9329,"['@paolancc4' 'ya' 'tengo' 'set' 'lo' 'que' 'vas' 'a' 'bailar' 'en' 'la'
 'entrada' '!' 'verdad' '@vickybichawang' 'JAJAJAJA' ':' ""'"" 'D']","['other' 'lang2' 'lang2' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'other' 'lang2' 'other' 'other'
 'other']",positive
9330,"['""' '@OMSSSSSSSSSSS' ':' '@OMSSSSSSSSSSS' '@susiegonzoo' 'imagine' 'it'
 'with' 'jack' 'daniel' ""'s"" 'honey' 'and' 'redbull' '💜' '""""' 'like'
 'bees' 'pissing' 'in' 'your' 'cup' '?' '""' 'jajajajaa']","['other' 'other' 'other' 'other' 'other' 'lang1' 'lang1' 'lang1' 'ne' 'ne'
 'lang1' 'lang1' 'lang1' 'ne' 'other' 'other' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'other' 'other' 'lang2']",positive
9331,"['@gabacristina' '@mayarodriguez96' 'tata' '=' 'scared' '...' 'nell'
 'language' 'JAJAJAA']",['other' 'other' 'lang2' 'other' 'lang1' 'other' 'unk' 'lang1' 'lang2'],positive
